"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
9.090948167E0,8.778428286E-2,6.115981936E-2,9.494521469E-2,1.430426426E-1
9.100865167E0,9.509421140E-2,5.349389091E-2,8.455074579E-2,1.380338148E-1
9.110781167E0,1.065266281E-1,5.013990402E-2,7.769790292E-2,1.410634488E-1
9.120698167E0,1.088428274E-1,3.340839222E-2,5.672436208E-2,1.272027319E-1
9.130614167E0,1.119510010E-1,2.180393226E-2,3.669073433E-2,1.198108846E-1
9.140531167E0,1.068781167E-1,3.512550145E-2,4.676344618E-2,1.218341191E-1
9.150448167E0,9.469228983E-2,2.915948629E-2,4.544784501E-2,1.090064769E-1
9.160364875E0,8.634369075E-2,2.554603666E-2,4.186964408E-2,9.930206451E-2
9.170281875E0,9.468045086E-2,2.520461939E-2,4.632564262E-2,1.083776996E-1
9.180197875E0,1.144125313E-1,2.513699606E-2,4.060931504E-2,1.239806934E-1
9.190114875E0,1.381431669E-1,1.765484549E-2,3.109304421E-2,1.426954993E-1
9.200031875E0,1.585234702E-1,-1.479824190E-3,1.954260515E-3,1.585424221E-1
9.209947875E0,1.738720685E-1,-2.486557513E-2,-4.149601236E-2,1.804763477E-1
9.219864875E0,1.684195548E-1,-2.995274216E-2,-3.733639419E-2,1.750894615E-1
9.229780875E0,1.574334800E-1,-3.205078095E-2,-4.308296368E-2,1.663390963E-1
9.239697875E0,1.461361498E-1,-3.720224276E-2,-4.944523424E-2,1.586966046E-1
9.249613875E0,1.508898884E-1,-3.575002030E-2,-5.438513309E-2,1.643276151E-1
9.259530875E0,1.547811776E-1,-3.980742022E-2,-5.092166737E-2,1.677344922E-1
9.269447875E0,1.559391320E-1,-5.005899444E-2,-3.742690012E-2,1.679990734E-1
9.279363875E0,1.640223861E-1,-5.894799903E-2,-1.632548124E-2,1.750563654E-1
9.289280875E0,1.714755148E-1,-6.427245587E-2,3.334506648E-3,1.831554522E-1
9.299196875E0,1.786711663E-1,-7.817731798E-2,1.327233296E-2,1.954769386E-1
9.309113875E0,1.824422032E-1,-6.580214202E-2,5.176323466E-3,1.940151378E-1
9.319030875E0,1.932716221E-1,-5.244248733E-2,1.353106741E-2,2.007167760E-1
9.328946875E0,2.105696499E-1,-4.227933288E-2,2.009788901E-2,2.157105575E-1
9.338863875E0,2.271099985E-1,-3.959658369E-2,4.368679225E-2,2.346388217E-1
9.348779875E0,2.367849946E-1,-3.443404287E-2,5.483851582E-2,2.454793266E-1
9.358696875E0,2.460810840E-1,-2.794592828E-2,4.078722000E-2,2.509989485E-1
9.368613875E0,2.448935807E-1,-9.430034086E-3,3.868784755E-2,2.481099372E-1
9.378529875E0,2.377275825E-1,-7.033421658E-3,1.538622659E-2,2.383287822E-1
9.388446875E0,2.306134850E-1,-1.923348056E-3,-1.379988715E-2,2.310340140E-1
9.398362875E0,2.191587687E-1,-1.361724921E-2,-1.790647954E-2,2.203103206E-1
9.408279875E0,2.004319578E-1,-4.368487000E-2,-3.657204285E-2,2.083719077E-1
9.418196875E0,1.903026998E-1,-4.935603589E-2,-5.855004117E-2,2.051322577E-1
9.428112875E0,1.894036233E-1,-3.395151347E-2,-6.311470270E-2,2.025090208E-1
9.438029875E0,1.932224929E-1,1.787150977E-3,-5.175130814E-2,2.000408048E-1
9.447945875E0,1.932350099E-1,1.996322535E-2,-3.205110505E-2,1.968897477E-1
9.457862875E0,1.842492223E-1,2.933497727E-2,-2.920571342E-2,1.888419723E-1
9.467778875E0,1.679954082E-1,3.714549541E-2,-4.504992440E-2,1.778531436E-1
9.477695875E0,1.444041729E-1,5.231981352E-2,-7.539419830E-2,1.710970870E-1
9.487612875E0,1.276166588E-1,6.853393465E-2,-7.999560982E-2,1.654757064E-1
9.497528875E0,1.157429814E-1,5.392401293E-2,-6.823569536E-2,1.447768871E-1
9.507445875E0,1.108073443E-1,2.040014416E-2,-5.564692989E-2,1.256623024E-1
9.517361875E0,1.161657721E-1,-8.993504569E-3,-3.875207901E-2,1.227888161E-1
9.527278875E0,1.207029969E-1,-2.338149771E-2,-4.097262397E-2,1.295942275E-1
9.537195875E0,1.372344196E-1,-1.079870015E-2,-2.994226851E-2,1.408773839E-1
9.547111875E0,1.370924860E-1,-1.419396326E-2,-2.099185716E-3,1.378413033E-1
9.557028875E0,1.420121938E-1,-2.684305422E-2,7.636871189E-3,1.447284856E-1
9.566944875E0,1.613765806E-1,2.266360680E-3,-1.279436797E-2,1.618988357E-1
9.576861875E0,1.771992594E-1,5.497115105E-2,-5.618505646E-3,1.856151195E-1
9.586777875E0,1.855868846E-1,7.479705662E-2,-9.010041133E-3,2.002954624E-1
9.596694875E0,1.805803478E-1,2.405403368E-2,1.603095978E-2,1.828793324E-1
9.606611875E0,2.058207244E-1,7.966944017E-3,2.580930479E-3,2.059910289E-1
9.616527875E0,2.519280016E-1,-1.619834639E-2,-2.261491679E-2,2.534591464E-1
9.626444875E0,3.089388311E-1,-2.652901411E-2,-3.189496696E-2,3.117118523E-1
9.636360875E0,3.639776707E-1,-2.501369640E-2,-3.630264848E-2,3.666378486E-1
9.646277875E0,4.040420055E-1,-2.424377576E-2,-3.000374138E-2,4.058792030E-1
9.656193875E0,4.250299037E-1,-1.299303770E-2,-7.793338038E-3,4.252998638E-1
9.666110875E0,4.149831235E-1,7.428081706E-3,1.513781026E-2,4.153255621E-1
9.676027875E0,3.929715753E-1,2.745505236E-2,3.943462670E-2,3.958983817E-1
9.685943875E0,3.698036671E-1,4.001798481E-2,5.612332746E-2,3.761728581E-1
9.695860875E0,3.476302028E-1,5.206189677E-2,6.665769964E-2,3.577715024E-1
9.705776875E0,3.107108176E-1,5.215883628E-2,5.068645999E-2,3.191095009E-1
9.715693875E0,2.865999341E-1,5.099583417E-2,5.065745488E-2,2.954763528E-1
9.725610875E0,2.787539959E-1,5.236576498E-2,5.662293732E-2,2.892267633E-1
9.735526875E0,2.948033512E-1,4.895512387E-2,5.790093914E-2,3.043979940E-1
9.745443875E0,3.215255141E-1,4.178669304E-2,4.482721537E-2,3.273137076E-1
9.755359875E0,3.563055694E-1,3.669887036E-2,4.371609911E-2,3.608483937E-1
9.765276875E0,3.843331933E-1,3.708955646E-2,4.353180900E-2,3.885648685E-1
9.775192875E0,4.095338881E-1,4.144622013E-2,4.507378116E-2,4.140862717E-1
9.785109875E0,4.377234578E-1,3.385780752E-2,4.437150434E-2,4.412675006E-1
9.795026875E0,4.652605057E-1,2.544505894E-2,3.323004022E-2,4.671391920E-1
9.804942875E0,4.889706373E-1,1.133430004E-2,1.489630900E-2,4.893287755E-1
9.814859875E0,5.090642571E-1,-2.691912698E-3,9.639712516E-5,5.090713836E-1
9.824775875E0,5.154877901E-1,-8.635289036E-3,-8.717866614E-3,5.156338150E-1
9.834692875E0,5.112690926E-1,-7.822846994E-3,-4.942373838E-3,5.113528224E-1
9.844608875E0,4.932352304E-1,4.844212439E-3,9.025906213E-3,4.933415915E-1
9.854525875E0,4.759414494E-1,1.627405547E-2,8.274165913E-3,4.762914758E-1
9.864442875E0,4.567962289E-1,1.239196490E-2,7.701319642E-3,4.570291740E-1
9.874358875E0,4.444883466E-1,1.722117886E-3,-8.176190313E-4,4.444924346E-1
9.884275875E0,4.381649494E-1,-1.628484577E-2,-9.874497540E-3,4.385786415E-1
9.894191875E0,4.364659190E-1,-3.166829422E-2,-3.419584036E-2,4.389473030E-1
9.904108875E0,4.020077884E-1,-4.564189911E-2,-2.413361892E-2,4.053096057E-1
9.914024875E0,3.623362780E-1,-2.342066169E-2,-2.032520063E-2,3.636608578E-1
9.923941875E0,3.295708895E-1,-1.064893976E-2,-6.763053127E-3,3.298122345E-1
9.933858875E0,3.201162517E-1,-2.327527106E-2,-1.995887049E-2,3.215812640E-1
9.943774875E0,3.103520274E-1,-4.893828928E-2,-2.045048960E-2,3.148516470E-1
9.953691875E0,2.892901897E-1,-3.016128205E-2,-1.552705932E-2,2.912723921E-1
9.963607875E0,2.746505141E-1,-3.557149321E-2,5.696183071E-4,2.769450496E-1
9.973524875E0,2.454396188E-1,3.963629715E-3,1.600056142E-2,2.459925503E-1
9.983440875E0,2.225305736E-1,9.299539030E-3,1.904934831E-2,2.235379504E-1
9.993357875E0,2.015126050E-1,8.162813261E-3,9.828824550E-3,2.019172288E-1
1.000327488E1,1.852721125E-1,-4.146850668E-3,-1.623833785E-3,1.853256293E-1
1.001319088E1,1.521403790E-1,-2.527789585E-2,-1.219660509E-2,1.547075438E-1
1.002310788E1,1.170915812E-1,-1.934863441E-2,-3.076123446E-2,1.226012300E-1
1.003302387E1,1.068098322E-1,-3.944358975E-2,-1.732314005E-2,1.151704311E-1
1.004294087E1,1.098676771E-1,-3.317423910E-2,-1.842222735E-2,1.162360317E-1
1.005285688E1,1.345747709E-1,-1.933404058E-2,4.760178737E-3,1.360398228E-1
1.006277388E1,1.783313006E-1,2.463022061E-2,4.226414487E-2,1.849187889E-1
1.007269088E1,2.327513099E-1,2.849457413E-2,1.995532960E-2,2.353366274E-1
1.008260687E1,3.010861576E-1,2.846847475E-2,2.008422650E-2,3.030952070E-1
1.009252387E1,3.798031509E-1,4.262040928E-2,4.623225331E-2,3.849731860E-1
1.010243988E1,4.505473673E-1,6.348919868E-2,6.031744555E-2,4.589793054E-1
1.011235688E1,5.104084611E-1,7.224365324E-2,6.873725355E-2,5.200584127E-1
1.012227287E1,5.189654827E-1,6.597323716E-2,5.853494629E-2,5.264066681E-1
1.013218987E1,5.003192425E-1,5.106298253E-2,4.764997959E-2,5.051705585E-1
1.014210687E1,4.949489534E-1,3.752613440E-2,3.467426077E-2,4.975791209E-1
1.015202288E1,4.878755212E-1,4.008971155E-2,3.411431983E-2,4.907071387E-1
1.016194012E1,4.745048285E-1,3.988811001E-2,2.963088825E-2,4.770994478E-1
1.017185613E1,4.591707885E-1,2.771206573E-2,2.178470418E-2,4.605218181E-1
1.018177313E1,4.431204498E-1,1.645488292E-2,3.815558273E-3,4.434422788E-1
1.019168913E1,4.325060248E-1,3.899340983E-3,-3.313701600E-3,4.325362956E-1
1.020160612E1,4.205095470E-1,-6.462752819E-3,-1.442564768E-3,4.205616807E-1
1.021152212E1,4.107324183E-1,-6.360061932E-3,-5.434833467E-3,4.108176082E-1
1.022143913E1,4.097957909E-1,-9.063969366E-3,-5.066784564E-3,4.099273327E-1
1.023135613E1,4.059596658E-1,-6.055430975E-3,-6.592246704E-3,4.060583409E-1
1.024127213E1,4.006469250E-1,-8.389691822E-3,-5.865203217E-3,4.007776766E-1
1.025118912E1,3.968713582E-1,-6.690861192E-3,-2.348765498E-3,3.969347040E-1
1.026110512E1,4.013499916E-1,-3.834305098E-4,-9.170501726E-4,4.013512224E-1
1.027102213E1,4.114089608E-1,-4.454652080E-4,8.277358720E-4,4.114100347E-1
1.028093813E1,4.212107062E-1,-1.527241198E-3,3.225343535E-4,4.212135985E-1
1.029085513E1,4.246575236E-1,-4.910755670E-4,3.519119695E-3,4.246723887E-1
1.030077212E1,4.300506711E-1,-2.363277832E-3,1.409629826E-3,4.300594748E-1
1.031068812E1,4.310826361E-1,2.515951637E-3,2.353606746E-3,4.310964030E-1
1.032060513E1,4.316453636E-1,8.124302141E-3,7.885258645E-3,4.317938183E-1
1.033052113E1,4.360904396E-1,1.779743657E-2,1.191249117E-2,4.366159957E-1
1.034043813E1,4.413131773E-1,3.637857735E-2,2.776096202E-2,4.436793802E-1
1.035035412E1,4.454959333E-1,5.132415146E-2,4.008996487E-2,4.502310522E-1
1.036027112E1,4.558444321E-1,6.322927773E-2,4.519950598E-2,4.624230565E-1
1.037018713E1,4.627893567E-1,5.786279589E-2,4.190234467E-2,4.682711803E-1
1.038010413E1,4.674381912E-1,4.941897467E-2,3.707057238E-2,4.715028366E-1
1.039002113E1,4.758768082E-1,3.784418851E-2,2.663489804E-2,4.781216759E-1
1.039993712E1,4.833270013E-1,2.733082697E-2,2.007047273E-2,4.845150031E-1
1.040985412E1,4.837972224E-1,2.571764030E-2,1.402440388E-2,4.846832299E-1
1.041977013E1,4.818722904E-1,2.912329137E-2,2.084422484E-2,4.832013577E-1
1.042968713E1,4.790058136E-1,3.859208897E-2,2.757059410E-2,4.813481655E-1
1.043960312E1,4.751460850E-1,4.740395769E-2,3.289745003E-2,4.786367929E-1
1.044952012E1,4.703935385E-1,4.518650100E-2,3.341098502E-2,4.737385300E-1
1.045943612E1,4.718697071E-1,4.099175707E-2,3.220536932E-2,4.747404875E-1
1.046935313E1,4.712157845E-1,4.075271264E-2,2.494661137E-2,4.736321702E-1
1.047927013E1,4.727686942E-1,3.616302088E-2,2.311914973E-2,4.747130684E-1
1.048918612E1,4.672241211E-1,2.700789087E-2,1.783579588E-2,4.683438065E-1
1.049910312E1,4.688345492E-1,1.274320111E-2,9.873210452E-3,4.691116114E-1
1.050901913E1,4.713996649E-1,8.860364556E-3,2.655901015E-3,4.714904070E-1
1.051893613E1,4.619534314E-1,4.262150265E-3,-4.395616706E-3,4.619940044E-1
1.052885213E1,4.539750516E-1,4.382274579E-3,-4.206649028E-3,4.540156911E-1
1.053876912E1,4.410549998E-1,-5.561969243E-3,-6.906827912E-3,4.411441404E-1
1.054868512E1,4.351689517E-1,-1.204536203E-2,-1.191681810E-2,4.354987002E-1
1.055860213E1,4.273778796E-1,-1.746489480E-2,-1.041905675E-2,4.278614627E-1
1.056851913E1,4.291397035E-1,-7.213483099E-3,-4.925535060E-3,4.292285875E-1
1.057843513E1,4.319911599E-1,-9.557863697E-3,-1.413624384E-3,4.320991939E-1
1.058835212E1,4.303426743E-1,-2.247308148E-3,4.917689366E-4,4.303488231E-1
1.059826812E1,4.353214502E-1,1.779924147E-3,1.780485036E-4,4.353251255E-1
1.060818513E1,4.316468835E-1,6.898111664E-3,5.598186515E-3,4.317382953E-1
1.061810113E1,4.268739522E-1,6.758827716E-3,7.019249722E-3,4.269851551E-1
1.062801813E1,4.070925117E-1,1.680391841E-2,1.320700534E-2,4.076531733E-1
1.063793412E1,3.767617941E-1,8.281801827E-3,3.956515808E-3,3.768735753E-1
1.064785112E1,3.594857156E-1,1.316637034E-3,-2.828145865E-3,3.594992513E-1
1.065776813E1,3.279581666E-1,-1.368361991E-3,-6.959773600E-3,3.280348608E-1
1.066768413E1,2.931084335E-1,5.640387535E-3,-1.110750018E-3,2.931648027E-1
1.067760113E1,2.661242187E-1,4.978858866E-3,-1.432295796E-2,2.665558777E-1
1.068751712E1,2.454618812E-1,-3.996136133E-3,-1.648803428E-2,2.460474740E-1
1.069743412E1,2.120304257E-1,1.539510209E-3,-4.994630814E-3,2.120948322E-1
1.070735013E1,1.885346174E-1,-5.642626435E-3,-8.102080785E-3,1.887929684E-1
1.071726713E1,1.733924150E-1,-2.206128091E-2,-1.012927853E-2,1.750835001E-1
1.072718313E1,1.755400598E-1,2.287795022E-2,7.170171477E-3,1.771697620E-1
1.073710012E1,1.772319674E-1,2.047471330E-2,1.358093228E-2,1.789268730E-1
1.074701712E1,1.708841026E-1,4.377949983E-2,3.073414415E-2,1.790603494E-1
1.075693313E1,1.547866315E-1,2.799867094E-2,2.488504350E-2,1.592548029E-1
1.076685013E1,1.152203232E-1,3.414702043E-2,3.068480641E-2,1.240294289E-1
1.077676612E1,1.065069959E-1,3.205457330E-2,1.055210829E-2,1.117254797E-1
1.078668312E1,1.315638721E-1,3.595894575E-2,2.235753648E-2,1.382098320E-1
1.079659912E1,1.165692061E-1,6.393918395E-2,4.693158716E-2,1.409935209E-1
1.080651613E1,1.490132064E-1,6.455378979E-2,3.040149063E-2,1.652161556E-1
1.081643213E1,1.741675586E-1,6.129594892E-2,4.000351951E-2,1.889227709E-1
1.082634912E1,2.055394799E-1,3.056557104E-2,2.457095496E-2,2.092473745E-1
1.083626512E1,2.696337700E-1,3.406922519E-2,1.720598340E-2,2.723217360E-1
1.084618212E1,3.163022399E-1,4.404294118E-2,2.625240572E-2,3.204310791E-1
1.085609913E1,3.154777288E-1,5.016554520E-2,2.581910789E-2,3.204830817E-1
1.086601513E1,3.072872758E-1,3.471022844E-2,1.806955412E-2,3.097689116E-1
1.087593212E1,2.988053858E-1,2.113263495E-2,7.792948745E-3,2.996530943E-1
1.088584812E1,2.836737037E-1,1.055604778E-2,3.477373160E-3,2.838913391E-1
1.089576512E1,2.742421031E-1,5.236383062E-3,3.057658672E-3,2.743091324E-1
1.090568113E1,2.695791423E-1,-1.740208711E-3,1.939200680E-3,2.695917336E-1
1.091559813E1,2.649771869E-1,-5.122156814E-3,-2.823064104E-3,2.650417246E-1
1.092551412E1,2.674100697E-1,-1.315398375E-3,2.676870441E-3,2.674267026E-1
1.093543112E1,2.750549316E-1,-4.667785484E-3,1.685109455E-3,2.750996969E-1
1.094534713E1,2.844757736E-1,-3.488968126E-3,-5.508983741E-4,2.844977015E-1
1.095526413E1,2.941172123E-1,-6.299934350E-3,2.245686948E-3,2.941932475E-1
1.096518113E1,3.038385510E-1,-4.068738315E-3,3.057951108E-3,3.038811787E-1
1.097509712E1,3.063094318E-1,-1.761641819E-3,1.484023058E-3,3.063180924E-1
1.098501412E1,3.109782934E-1,-1.899290713E-3,1.750533702E-4,3.109841426E-1
1.099493013E1,3.187123537E-1,3.745162394E-4,-1.798348967E-3,3.187176473E-1
1.100484713E1,3.225933909E-1,-3.504469525E-3,2.827759366E-3,3.226248183E-1
1.101476313E1,3.344564438E-1,-1.247706823E-3,5.278533790E-4,3.344591876E-1
1.102468012E1,3.456327915E-1,1.149301603E-2,4.693883471E-3,3.458556759E-1
1.103459612E1,3.590673804E-1,8.634911850E-3,3.636076115E-3,3.591895968E-1
1.104451313E1,3.662962317E-1,2.064313507E-3,-1.580407843E-5,3.663020489E-1
1.105442913E1,3.698436022E-1,-3.796693636E-4,-2.965787426E-3,3.698556882E-1
1.106434613E1,3.797259927E-1,5.328918807E-3,-4.729617387E-3,3.797928332E-1
1.107426312E1,3.865772188E-1,8.181963116E-3,-3.175929189E-3,3.866768381E-1
1.108417912E1,3.928226233E-1,9.924290702E-3,-2.235468011E-3,3.929543258E-1
1.109409613E1,3.949906826E-1,1.551133581E-2,-7.845779182E-4,3.952959100E-1
1.110401213E1,3.960323334E-1,3.496766463E-2,1.031382754E-2,3.977068288E-1
1.111392913E1,3.925643563E-1,3.125122190E-2,9.757228196E-3,3.939271712E-1
1.112384512E1,3.893633187E-1,2.711554617E-2,8.782682009E-3,3.904051515E-1
1.113376212E1,3.929551244E-1,1.404768229E-2,6.555214524E-3,3.932607761E-1
1.114367813E1,3.917945027E-1,1.141807623E-2,1.053389744E-3,3.919622615E-1
1.115359513E1,3.959231973E-1,-4.701771773E-3,1.734815305E-4,3.959511522E-1
1.116351075E1,3.976586759E-1,-3.711144906E-3,-5.460829707E-4,3.976763676E-1
1.117342775E1,4.020235837E-1,-6.598543841E-3,5.119908601E-4,4.020780580E-1
1.118334375E1,3.945423067E-1,-6.259311922E-3,-8.624990005E-5,3.945919641E-1
1.119326075E1,3.985919058E-1,-2.062170301E-3,8.898612577E-5,3.985972502E-1
1.120317775E1,3.986724019E-1,-1.608510152E-3,-1.477145823E-3,3.986783833E-1
1.121309375E1,4.000188708E-1,-4.704701249E-3,5.343396915E-4,4.000468932E-1
1.122301075E1,3.982467353E-1,-1.765981899E-3,5.663790507E-4,3.982510536E-1
1.123292675E1,4.085052311E-1,2.716025338E-4,4.321556771E-4,4.085055500E-1
1.124284375E1,4.060066640E-1,-5.731969140E-4,4.154896596E-4,4.060072813E-1
1.125275975E1,4.031815827E-1,2.555484651E-3,2.640028019E-3,4.031983245E-1
1.126267675E1,4.110910296E-1,-1.032979321E-2,7.753298851E-4,4.112215223E-1
1.127259275E1,4.038632214E-1,-1.148427371E-2,2.360709477E-3,4.040333688E-1
1.128250975E1,4.086668789E-1,-5.361286458E-4,-8.515180089E-4,4.086681177E-1
1.129242575E1,4.065624475E-1,-7.939716801E-3,4.827140365E-3,4.066686171E-1
1.130234275E1,4.087658226E-1,1.453125570E-2,5.265350454E-3,4.090579165E-1
1.131225875E1,4.054307640E-1,-1.908369549E-2,1.029419806E-2,4.060101751E-1
1.132217575E1,4.145548046E-1,-1.436791196E-2,1.206474006E-2,4.149791330E-1
1.133209275E1,4.131148458E-1,7.760292850E-3,1.687867008E-2,4.135323294E-1
1.134200875E1,4.072427452E-1,1.377600711E-3,8.782081306E-3,4.073397553E-1
1.135192575E1,4.093759358E-1,4.930523690E-3,7.401231211E-3,4.094725206E-1
1.136184175E1,4.125589728E-1,1.671717875E-2,1.325749699E-2,4.131103138E-1
1.137175875E1,4.212512672E-1,-1.524675637E-3,2.206563577E-2,4.218315387E-1
1.138167475E1,4.285549521E-1,-1.511979662E-2,1.585473493E-2,4.291145860E-1
1.139159175E1,4.277696013E-1,-1.282574888E-2,1.206878666E-2,4.281319741E-1
1.140150775E1,4.156596065E-1,1.614363864E-2,1.304253284E-2,4.161774059E-1
1.141142475E1,4.164255261E-1,2.055330202E-2,1.563991420E-2,4.172256751E-1
1.142134075E1,3.520781696E-1,-9.390786290E-3,1.255407580E-3,3.522056223E-1
1.143125775E1,2.284584939E-1,-2.565284632E-2,1.993102953E-3,2.299028587E-1
1.144117375E1,2.659972310E-1,-6.311213970E-2,-1.478988025E-2,2.737816824E-1
1.145109075E1,2.959340811E-1,-4.418957606E-2,4.614710808E-3,2.992507219E-1
1.146100675E1,3.179949820E-1,-4.810110852E-2,9.702783078E-3,3.217587127E-1
1.147092375E1,2.998481989E-1,-2.729835734E-2,-6.553418934E-3,3.011595756E-1
1.148084075E1,2.467147261E-1,-5.062086880E-2,-8.087326773E-3,2.519841925E-1
1.149075675E1,1.057906300E-1,-4.575074464E-2,-4.016163945E-2,1.220563202E-1
1.150067375E1,2.770047784E-1,-7.466597855E-2,-3.925630823E-3,2.869182221E-1
1.151058975E1,2.199382931E-1,-6.283514947E-2,1.251965482E-2,2.290804456E-1
1.152050675E1,1.605439335E-1,-2.592906728E-2,-4.440887272E-2,1.685788216E-1
1.153042275E1,2.181827277E-1,-6.475342810E-2,1.967210695E-2,2.284375208E-1
1.154033975E1,2.442455292E-1,-2.993917279E-2,1.017886493E-2,2.462840675E-1
1.155025575E1,1.654415280E-1,-9.860269725E-3,1.076449454E-2,1.660843112E-1
1.156017275E1,1.732019782E-1,1.526767574E-2,-4.232718609E-3,1.739251077E-1
1.157008875E1,2.065506130E-1,3.062186390E-2,3.244246915E-2,2.113134357E-1
1.158000575E1,2.235666960E-1,1.375396550E-2,1.361286175E-2,2.244026496E-1
1.158992175E1,2.140696049E-1,1.949760504E-2,8.882288821E-3,2.151391350E-1
1.159983875E1,2.119888514E-1,1.167780999E-2,8.142084815E-3,2.124663219E-1
1.160975575E1,2.359170914E-1,3.674454615E-2,3.043196630E-3,2.387808550E-1
1.161967175E1,2.259455174E-1,3.925944492E-2,1.483748667E-2,2.298104259E-1
1.162958875E1,2.805099487E-1,7.983537018E-2,1.146166306E-2,2.918747803E-1
1.163950475E1,3.295810521E-1,8.225955814E-2,2.459651232E-2,3.405808174E-1
1.164942175E1,3.474002779E-1,1.519920379E-1,3.235509619E-2,3.805724437E-1
1.165933775E1,3.434388936E-1,1.272145510E-1,3.177826107E-2,3.676189242E-1
1.166925475E1,3.563810587E-1,6.437193602E-2,3.141234443E-2,3.635078273E-1
1.167917075E1,3.569515646E-1,4.164668918E-2,3.380037472E-2,3.609589055E-1
1.168908775E1,3.443270922E-1,3.095383197E-2,2.994518168E-2,3.470100863E-1
1.169900375E1,3.391308784E-1,3.247797489E-2,1.373384148E-2,3.409592204E-1
1.170892075E1,3.378928006E-1,2.918604575E-2,-8.118110709E-4,3.391519261E-1
1.171883675E1,3.281562328E-1,2.628764510E-2,-1.379969995E-2,3.294965632E-1
1.172875375E1,3.229601383E-1,2.435951680E-2,-2.942126803E-2,3.252110822E-1
1.173866975E1,3.114928603E-1,3.026311100E-2,-4.855420068E-2,3.167035969E-1
1.174858675E1,3.045532107E-1,3.173477575E-2,-5.348690972E-2,3.108385492E-1
1.175850275E1,2.983001769E-1,2.664861642E-2,-5.124914646E-2,3.038414377E-1
1.176841975E1,2.849446833E-1,1.766444184E-2,-5.088482797E-2,2.899909839E-1
1.177833575E1,2.765510082E-1,4.046799615E-3,-4.297149554E-2,2.798988856E-1
1.178825275E1,2.691657841E-1,-1.305788476E-2,-3.502302244E-2,2.717486703E-1
1.179816975E1,2.655731440E-1,-1.263585314E-2,-2.426856384E-2,2.669788808E-1
1.180808575E1,2.610015571E-1,-1.174316183E-2,-9.789756499E-3,2.614489510E-1
1.181800275E1,2.538339198E-1,-1.504681259E-2,-4.284736235E-3,2.543155999E-1
1.182791875E1,2.510320246E-1,-1.477809995E-2,-3.056752495E-3,2.514852150E-1
1.183783575E1,2.471986413E-1,-2.148810774E-2,-1.277482510E-2,2.484594599E-1
1.184775175E1,2.460675985E-1,-2.136693522E-2,-1.260864362E-2,2.473151569E-1
1.185766875E1,2.480953932E-1,-1.029196754E-2,-1.468547154E-2,2.487426618E-1
1.186758475E1,2.462759167E-1,-4.159017699E-4,-1.954121329E-2,2.470503170E-1
1.187750175E1,2.415578067E-1,-7.222179789E-3,-2.402302064E-2,2.428568290E-1
1.188741775E1,2.370530665E-1,-1.159775257E-2,-3.702590615E-2,2.402073728E-1
1.189733475E1,2.340546548E-1,-1.778201573E-2,-4.184911028E-2,2.384305550E-1
1.190725075E1,2.314349115E-1,-1.400405541E-2,-4.426166788E-2,2.360451801E-1
1.191716775E1,2.291383147E-1,-7.653413340E-3,-4.817520827E-2,2.342729022E-1
1.192708375E1,2.251552939E-1,-2.206777222E-2,-4.260147735E-2,2.302102926E-1
1.193700075E1,2.325230241E-1,-5.373765528E-2,-3.703062981E-2,2.415076808E-1
1.194691675E1,2.368237674E-1,-6.400813907E-2,-2.873967588E-2,2.469990033E-1
1.195683375E1,2.361037582E-1,-7.464793324E-2,-1.821035892E-2,2.482919970E-1
1.196674975E1,2.445781976E-1,-9.105859697E-2,-5.782983266E-3,2.610433024E-1
1.197666675E1,2.560203671E-1,-7.809297740E-2,1.949891099E-3,2.676728294E-1
1.198658375E1,2.679007053E-1,-6.587067246E-2,1.764283329E-2,2.764434897E-1
1.199649975E1,2.882664502E-1,-7.838726044E-2,2.682221681E-2,2.999358935E-1
1.200641675E1,2.981691360E-1,-6.742701679E-2,2.439661138E-2,3.066699055E-1
1.201633275E1,2.998488545E-1,-1.218831819E-2,2.051123045E-2,3.007966111E-1
1.202624975E1,3.114914000E-1,-2.713051625E-2,2.197463624E-2,3.134419274E-1
1.203616575E1,3.219480217E-1,-5.550165474E-2,1.508516539E-2,3.270451414E-1
1.204608275E1,3.227602839E-1,-3.879218549E-2,1.303266734E-2,3.253442561E-1
1.205599875E1,3.145104647E-1,-5.098469555E-3,6.204342935E-3,3.146129696E-1
1.206591575E1,3.074754775E-1,2.620246075E-2,-1.152219065E-2,3.088049531E-1
1.207583175E1,3.058239520E-1,5.023457482E-2,-2.715905569E-2,3.111099748E-1
1.208574875E1,3.037070036E-1,5.333182961E-2,-3.497596458E-2,3.103313490E-1
1.209566475E1,2.967623770E-1,5.823372304E-2,-3.736037388E-2,3.047209748E-1
1.210558175E1,2.934624553E-1,4.863062873E-2,-4.358285293E-2,3.006403429E-1
1.211549775E1,2.951227129E-1,3.190183640E-2,-4.273719341E-2,2.999026684E-1
1.212541475E1,2.940015197E-1,1.861958764E-2,-3.981038183E-2,2.972683117E-1
1.213533075E1,2.896658182E-1,2.090281993E-2,-3.798110411E-2,2.928920934E-1
1.214524775E1,2.877824306E-1,4.411573336E-2,-4.385976493E-2,2.944292857E-1
1.215516375E1,2.877997160E-1,4.370223358E-2,-4.858654365E-2,2.951257596E-1
