"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.247400633E1,-2.413923214E-1,8.591694027E-2,-5.640867412E-2,2.623621771E-1
1.248392333E1,-1.917172460E-1,2.886668041E-2,-1.288597691E-1,2.327952486E-1
1.249383933E1,-4.500696905E-2,-1.858617894E-2,5.130522430E-2,7.073400421E-2
1.250375633E1,1.033057191E-1,-6.708802879E-3,2.961714131E-1,3.137428653E-1
1.251367333E1,1.660922620E-1,-8.861236051E-3,5.069705540E-1,5.335581539E-1
1.252359033E1,1.888231483E-1,-1.195097789E-2,6.251995003E-1,6.532009051E-1
1.253350733E1,1.672568263E-1,-2.444428504E-2,7.169136626E-1,7.365714959E-1
1.254342433E1,1.125389660E-1,-1.947868332E-2,7.440464973E-1,7.527613355E-1
1.255334033E1,1.860988209E-1,-5.606047243E-2,7.625476724E-1,7.869272523E-1
1.256325733E1,1.110403337E-1,-5.834878027E-2,6.709147865E-1,6.825402454E-1
1.257317433E1,8.845382787E-2,-3.911904216E-2,5.970814097E-1,6.048641078E-1
1.258309133E1,9.831087216E-2,-4.916835934E-2,5.285672450E-1,5.398758076E-1
1.259300833E1,3.060545049E-2,-4.297630414E-2,4.362660223E-1,4.394447617E-1
1.260292533E1,-2.701661224E-2,-2.455552831E-2,3.385912085E-1,3.405537810E-1
1.261284133E1,3.676636926E-2,-3.203894109E-2,1.863817531E-1,1.926562159E-1
1.262275833E1,3.583861713E-2,-1.605557710E-2,5.137480617E-2,6.466497307E-2
1.263267533E1,1.115765691E-2,-7.377870530E-3,-5.222499132E-2,5.391081524E-2
1.264259233E1,3.046795869E-2,-1.949154720E-2,-1.459581971E-1,1.503729105E-1
1.265250933E1,-8.286020779E-2,2.427033037E-3,-2.564050841E-1,2.694722095E-1
1.266242533E1,-6.771813937E-2,1.261302888E-2,-3.666894186E-1,3.731031554E-1
1.267234233E1,-9.428306334E-3,1.728977814E-2,-3.717349809E-1,3.722562631E-1
1.268225933E1,-3.364899019E-2,2.927642405E-2,-3.072127104E-1,3.104335887E-1
1.269217633E1,-2.895424247E-2,1.425975099E-2,-2.245535463E-1,2.268611554E-1
1.270209333E1,-5.094977754E-2,2.987751782E-2,-1.232943892E-1,1.367115662E-1
1.271201033E1,-4.205351301E-2,1.607779652E-2,-2.957521677E-3,4.511918031E-2
1.272192633E1,-2.469859323E-2,1.380001366E-2,3.943888485E-2,4.853747545E-2
1.273184333E1,-1.978126760E-2,3.330647126E-2,-2.937465727E-2,4.861573886E-2
1.274176033E1,-1.183845554E-2,3.377585649E-2,-4.606962740E-2,5.833839285E-2
1.275167733E1,2.381914459E-2,5.581883624E-2,4.275425613E-2,7.423624819E-2
1.276159433E1,-1.653312103E-2,4.671223640E-2,1.496676707E-1,1.576571875E-1
1.277151133E1,-8.768493729E-3,1.863843843E-2,2.460718846E-1,2.469324812E-1
1.278142733E1,9.104717765E-3,3.670838133E-2,3.107227939E-1,3.130160632E-1
1.279134433E1,-5.499354743E-2,5.039291248E-2,3.730014879E-1,3.803864427E-1
1.280126133E1,-4.991452801E-2,3.281515896E-2,3.808379263E-1,3.854942553E-1
1.281117833E1,-1.338708146E-2,4.709391341E-2,3.300934500E-1,3.337045644E-1
1.282109533E1,-6.769361760E-2,7.626757264E-2,3.338526249E-1,3.490798528E-1
1.283101233E1,-1.473217861E-2,5.508618012E-2,3.692388046E-1,3.736158711E-1
1.284092833E1,5.701909603E-2,2.788478673E-2,3.608112127E-1,3.663515659E-1
1.285084533E1,3.610292955E-2,1.568281710E-2,4.625439942E-1,4.642158106E-1
1.286076233E1,-3.690343165E-2,2.521012411E-2,6.558201993E-1,6.573412716E-1
1.287067933E1,-1.742684967E-2,1.803997591E-2,6.795750976E-1,6.800378291E-1
1.288059633E1,-5.091645755E-4,3.062479198E-3,5.177417099E-1,5.177510176E-1
1.289051333E1,4.907558961E-2,-7.656490356E-3,4.189009613E-1,4.218353360E-1
1.290042933E1,7.298796988E-2,-2.419943288E-2,2.578242034E-1,2.690467917E-1
1.291034633E1,2.442112458E-2,-2.510502040E-2,1.322271806E-1,1.367869901E-1
1.292026333E1,2.698308212E-2,-2.709731296E-2,4.152283251E-2,5.644906297E-2
1.293018033E1,3.485408306E-2,-1.488262564E-2,4.165264070E-2,5.631378276E-2
1.294009733E1,7.990532650E-2,-1.689114422E-2,5.281614482E-2,9.726107705E-2
1.295001433E1,1.873295137E-1,-5.233477280E-2,4.555331826E-2,1.997658127E-1
1.295993033E1,1.581335619E-1,-4.680038318E-2,6.239622295E-2,1.763229648E-1
1.296984733E1,8.652093938E-2,-2.459631264E-2,1.582467055E-1,1.820243702E-1
1.297976433E1,8.000407135E-3,-1.064397901E-2,2.393353075E-1,2.397054238E-1
1.298968133E1,1.827803068E-4,-1.220255435E-2,2.847944856E-1,2.850558450E-1
1.299959833E1,-2.300349455E-3,-1.524939224E-2,3.234486741E-1,3.238161212E-1
1.300951533E1,3.020158147E-2,-3.340324268E-2,3.397460335E-1,3.427174922E-1
1.301943087E1,6.801488556E-2,-2.712450251E-2,3.230960870E-1,3.312896689E-1
1.302934787E1,7.112969734E-2,-3.419714838E-2,2.785215926E-1,2.894877482E-1
1.303926488E1,4.516094268E-2,-2.134043679E-2,1.809122676E-1,1.876810420E-1
1.304918188E1,1.043483142E-2,-4.046127051E-3,1.310676777E-1,1.315446426E-1
1.305909888E1,3.617840432E-2,-1.495059952E-2,1.328347063E-1,1.384826941E-1
1.306901588E1,4.002112135E-2,-2.365681127E-2,1.228529245E-1,1.313551519E-1
1.307893187E1,-1.265793367E-2,-1.610615551E-3,8.110088110E-2,8.209854008E-2
1.308884888E1,5.078434702E-3,-1.741973251E-2,-7.838777304E-3,1.976572815E-2
1.309876588E1,4.511839505E-2,-5.654608369E-2,-1.873798728E-2,7.472778145E-2
1.310868288E1,-1.314877088E-2,-2.734508872E-2,-1.579332948E-2,3.420633434E-2
1.311859988E1,-1.149952259E-1,2.938372046E-2,-1.245644045E-1,1.720569553E-1
1.312851688E1,1.534101811E-1,-5.520063937E-2,-1.794042706E-2,1.640233312E-1
1.313843387E1,1.004634972E-1,2.549970746E-3,8.605288804E-2,1.323046339E-1
1.314834988E1,-8.833120080E-2,5.271264911E-3,5.727055371E-2,1.054044761E-1
1.315826688E1,2.402794501E-2,-2.107658118E-2,1.809186995E-2,3.672710408E-2
1.316818388E1,9.380572954E-2,3.674682677E-3,4.109832466E-2,1.024797076E-1
1.317810088E1,2.357366203E-2,-7.448183298E-3,1.365892035E-1,1.388085137E-1
1.318801787E1,-5.007980322E-2,-7.388804823E-2,1.573485732E-1,1.809032997E-1
1.319793487E1,-4.167319732E-3,1.945193231E-2,1.262799776E-1,1.278373066E-1
1.320785088E1,5.469096316E-2,1.797726452E-3,1.612194300E-1,1.702528645E-1
1.321776788E1,5.339881986E-2,3.129283637E-2,1.789265531E-1,1.893287801E-1
1.322768488E1,7.598551758E-2,2.741759419E-2,1.893135470E-1,2.058279438E-1
1.323760188E1,4.235501007E-2,3.068121761E-2,1.794183040E-1,1.868855580E-1
1.324751887E1,5.286145161E-2,1.711275369E-2,1.837224394E-1,1.919403922E-1
1.325743587E1,2.168509360E-2,2.606805682E-2,1.928628069E-1,1.958209620E-1
1.326735288E1,4.841619727E-2,3.270113826E-2,2.020306563E-1,2.103090077E-1
1.327726888E1,4.273340715E-2,4.151757002E-2,1.978574985E-1,2.066335946E-1
1.328718588E1,2.368780151E-2,3.145948201E-2,1.524614704E-1,1.574652689E-1
1.329710287E1,4.991112018E-2,1.411985636E-2,1.162654513E-1,1.273112149E-1
1.330701987E1,6.727599850E-2,1.385526985E-2,1.807719344E-1,1.933818004E-1
1.331693688E1,7.561611973E-2,3.848637342E-3,2.543164587E-1,2.653478297E-1
1.332685388E1,1.100092503E-1,-1.333486766E-2,2.872883230E-1,3.079195259E-1
1.333677088E1,6.394164205E-2,8.600377142E-3,2.265117788E-1,2.355208824E-1
1.334668688E1,2.802661825E-3,1.164151400E-2,1.379445881E-1,1.384633133E-1
1.335660387E1,7.381739742E-2,6.943276227E-3,7.884970307E-2,1.082335111E-1
1.336652087E1,8.488434940E-2,2.118241578E-2,6.982335627E-2,1.119345728E-1
1.337643788E1,5.696830748E-2,-4.581293464E-3,9.976285458E-2,1.149739251E-1
1.338635488E1,8.836847680E-2,-2.487873316E-2,1.938141489E-1,2.144571364E-1
1.339627188E1,4.459294964E-2,-4.869561195E-3,2.144232452E-1,2.190652228E-1
1.340618888E1,-3.670306401E-2,2.897880077E-3,2.010138255E-1,2.043577028E-1
1.341610487E1,-4.714713220E-2,-1.226950496E-2,2.324852943E-1,2.375348499E-1
1.342602188E1,-2.547953457E-2,-1.243790478E-2,3.094060010E-1,3.107024004E-1
1.343593888E1,-2.606117721E-2,-2.707787097E-2,3.960886341E-1,3.978675686E-1
1.344585588E1,2.333075590E-3,-1.442244977E-2,3.036587727E-1,3.040100336E-1
1.345577288E1,8.649146575E-3,-1.062702209E-2,1.806889039E-1,1.812076746E-1
1.346568987E1,4.059564684E-2,3.201496750E-2,1.557815194E-1,1.641366701E-1
1.347560687E1,-5.235834438E-3,-2.991318583E-2,1.738681269E-1,1.765002498E-1
1.348552288E1,1.655284625E-2,5.550469458E-3,2.035363144E-1,2.042837137E-1
1.349543988E1,7.570824992E-2,1.374680400E-3,1.291983229E-1,1.497525809E-1
1.350535688E1,1.048002857E-1,-7.340009809E-3,7.211955786E-3,1.053042636E-1
1.351527388E1,1.303312301E-1,3.287187696E-2,-1.246199530E-1,1.832946331E-1
1.352519087E1,2.164581676E-2,4.827782840E-2,-7.492680609E-2,9.172413188E-2
1.353510787E1,-5.006413450E-3,7.309867412E-2,1.172296572E-1,1.382435274E-1
1.354502488E1,2.084120334E-2,5.662268221E-2,2.124036169E-1,2.208071112E-1
1.355494088E1,1.872205362E-3,5.423146337E-2,1.549705106E-1,1.641962726E-1
1.356485788E1,-3.421830799E-2,7.014290661E-2,1.057860714E-1,1.314595484E-1
1.357477488E1,-1.402617300E-2,5.038224131E-2,1.031390369E-1,1.156406706E-1
1.358469187E1,8.764957990E-3,4.745044738E-2,1.513276953E-1,1.588346335E-1
1.359460888E1,1.373551156E-2,3.680763781E-2,2.285998195E-1,2.319511672E-1
1.360452588E1,1.704841604E-2,3.522333473E-2,2.629171282E-1,2.658133708E-1
1.361444288E1,-1.399489040E-2,3.169454008E-2,2.455403727E-1,2.479727313E-1
1.362435888E1,-4.786127823E-2,2.658407360E-2,2.666961837E-1,2.722577259E-1
1.363427587E1,8.686239850E-3,8.322634399E-3,2.050548363E-1,2.054074071E-1
1.364419287E1,1.530325058E-2,1.048990488E-2,1.417335838E-1,1.429427730E-1
1.365410988E1,2.687240529E-2,5.354500026E-2,1.582730180E-1,1.692322116E-1
1.366402688E1,2.829416491E-2,4.240196139E-2,1.703562891E-1,1.778194347E-1
1.367394388E1,1.979459742E-2,3.556978226E-2,9.054530382E-2,9.927480819E-2
1.368386088E1,6.099611630E-2,2.247406572E-2,5.026266575E-3,6.519872076E-2
1.369377687E1,1.023281743E-1,-2.323391140E-3,1.918179095E-2,1.041364225E-1
1.370369387E1,5.445915760E-2,8.835142851E-4,7.971567571E-2,9.654620344E-2
1.371361088E1,1.938505478E-2,1.325768441E-2,1.375539941E-1,1.395444296E-1
1.372352788E1,2.902436337E-2,1.235195071E-2,2.208756477E-1,2.231166423E-1
1.373344488E1,-3.498014538E-3,2.794559777E-2,2.514612633E-1,2.530335145E-1
1.374336188E1,-3.353930008E-2,4.286184490E-2,2.753073782E-1,2.806353058E-1
1.375327887E1,1.276742279E-2,2.589994937E-2,2.918175763E-1,2.932427532E-1
1.376319587E1,7.540815985E-2,-8.339006603E-3,2.371390933E-1,2.489796762E-1
1.377311188E1,8.588948577E-2,-8.169437349E-3,2.100980598E-1,2.271231785E-1
1.378302888E1,4.402748734E-2,3.684330583E-3,1.868278956E-1,1.919808754E-1
1.379294588E1,4.299375443E-2,6.182553470E-3,1.681922346E-1,1.737104334E-1
1.380286287E1,9.329305664E-3,1.563077688E-2,1.862016588E-1,1.870893233E-1
1.381277987E1,-3.066960541E-2,3.549435318E-2,2.539527619E-1,2.582488704E-1
1.382269688E1,-1.000796640E-2,2.712523341E-2,3.239474416E-1,3.252351189E-1
1.383261388E1,-3.392757347E-2,3.996016413E-2,3.836539453E-1,3.872186007E-1
1.384252988E1,-1.301830945E-1,4.657745808E-2,6.150803089E-1,6.304291270E-1
1.385244688E1,-2.402441841E-1,8.700510710E-2,7.097823983E-1,7.543727259E-1
1.386236387E1,2.000643291E-1,-9.978010386E-2,7.684673935E-1,8.003273954E-1
1.387228087E1,2.944853319E-1,-1.257996288E-1,5.010163343E-1,5.946129199E-1
1.388219788E1,-1.230705871E-1,2.228461593E-2,2.915228766E-1,3.172200515E-1
1.389211488E1,-1.187967566E-1,-2.085029393E-2,1.901491141E-1,2.251756864E-1
1.390203188E1,7.001307101E-2,-4.654237479E-2,4.698588610E-2,9.631041613E-2
1.391194888E1,2.137334199E-1,-4.233881146E-2,-5.892706990E-2,2.257143091E-1
1.392186487E1,1.261087181E-1,-3.437724262E-2,-2.110762990E-1,2.482708351E-1
1.393178188E1,8.302418564E-2,-2.418057561E-2,-1.753369474E-1,1.955013063E-1
1.394169888E1,1.001912362E-1,-2.667412072E-2,-4.490018427E-2,1.129859242E-1
1.395161588E1,1.454208106E-1,-4.485165238E-2,6.791248620E-2,1.666462981E-1
1.396153288E1,1.070504313E-1,-2.288570970E-2,7.932215810E-2,1.351871122E-1
1.397144987E1,7.885927789E-2,-1.658825845E-2,2.833853066E-2,8.542264540E-2
1.398136687E1,7.034909862E-2,-1.550681591E-2,-5.272902131E-2,8.927377389E-2
1.399128388E1,3.426070488E-2,5.866803825E-3,-7.462801337E-2,8.232591127E-2
1.400119988E1,5.758613433E-2,8.294275403E-4,-1.069046438E-2,5.857590670E-2
1.401111688E1,6.804832889E-2,4.408800602E-4,8.206625640E-2,1.066097551E-1
1.402103358E1,6.753299276E-2,6.517598927E-3,5.505153537E-2,8.737193917E-2
1.403095058E1,3.885118943E-2,1.871898383E-2,5.131574929E-2,6.703074967E-2
1.404086758E1,2.770355958E-2,1.634823024E-2,1.073806071E-1,1.120952570E-1
1.405078458E1,6.489874902E-2,1.476246536E-2,1.484882873E-1,1.627223079E-1
1.406070158E1,4.050632605E-2,2.050647765E-2,2.095121688E-1,2.143749681E-1
1.407061858E1,4.311444461E-2,1.167425841E-2,2.566512519E-1,2.605091337E-1
1.408053458E1,4.047824114E-2,7.250839770E-3,2.492866838E-1,2.526557211E-1
1.409045158E1,3.530191583E-2,6.542449594E-3,2.028861040E-1,2.060383462E-1
1.410036858E1,3.779012079E-2,-9.799933434E-3,1.830517638E-1,1.871685875E-1
1.411028558E1,7.524578084E-2,-1.486771524E-2,1.655522168E-1,1.824568797E-1
1.412020258E1,8.587875978E-2,-8.228201866E-3,1.792721236E-1,1.989506446E-1
1.413011958E1,3.726838927E-2,2.210919946E-2,2.160417545E-1,2.203447055E-1
1.414003658E1,-8.865100695E-3,2.810551912E-2,2.369420421E-1,2.387677565E-1
1.414995258E1,-1.832225025E-2,3.667402893E-2,2.188700527E-1,2.226764227E-1
1.415986958E1,1.752499153E-2,1.125764430E-2,1.884195077E-1,1.895673252E-1
1.416978658E1,2.761620766E-2,5.156659484E-3,2.247728169E-1,2.265216662E-1
1.417970358E1,2.052401930E-2,1.797404855E-2,2.618166822E-1,2.632342624E-1
1.418962058E1,6.607461495E-2,-1.105123758E-4,2.640678602E-1,2.722089304E-1
1.419953758E1,5.446083868E-2,-3.094638884E-3,2.658378124E-1,2.713766796E-1
1.420945458E1,5.958286255E-2,-1.160350710E-2,4.393837577E-1,4.435570374E-1
1.421937158E1,-2.421775111E-2,3.306775868E-2,-1.596851206E-1,1.648614990E-1
1.422928858E1,6.350564989E-2,-8.274394870E-3,2.896301329E-1,2.966261065E-1
1.423920458E1,-2.775731742E-2,3.040055126E-2,2.775948089E-1,2.806306115E-1
1.424912158E1,-1.123609548E-1,5.575992554E-2,2.046659964E-1,2.400465029E-1
1.425903858E1,3.085502610E-4,-1.716859460E-2,2.850143409E-1,2.855311373E-1
1.426895558E1,-7.031771095E-2,-8.797691435E-2,1.798954368E-1,2.122425172E-1
1.427887258E1,-5.432537514E-2,-1.412701920E-1,1.544495237E-1,2.162479338E-1
1.428878958E1,1.768364294E-2,-1.275479463E-1,1.721361816E-1,2.149698929E-1
1.429870658E1,1.211089193E-1,2.132099479E-2,2.145173854E-1,2.472643601E-1
1.430862358E1,8.431058222E-2,-3.778412282E-2,1.578847629E-1,1.829303489E-1
1.431853958E1,1.987827656E-2,4.228267819E-2,3.004357874E-2,5.554806367E-2
1.432845658E1,-1.117657813E-1,-6.886382818E-2,-5.773540735E-2,1.434126702E-1
1.433837358E1,-8.854235837E-2,2.589205563E-2,-3.824663758E-2,9.986467372E-2
1.434829058E1,6.081273300E-2,9.026843816E-2,3.926639199E-2,1.157083790E-1
1.435820758E1,1.948357854E-1,2.673700753E-1,1.730857694E-1,3.733716968E-1
1.436812458E1,9.254857818E-2,1.809365335E-1,2.439440829E-1,3.175090299E-1
1.437804158E1,-2.952903290E-2,-1.942445040E-2,1.522135484E-1,1.562633590E-1
1.438795858E1,-3.546529982E-2,1.712941825E-2,1.506067336E-1,1.556714253E-1
1.439787458E1,-7.669365194E-2,1.252181232E-3,2.457461947E-1,2.574386848E-1
1.440779158E1,9.590091482E-3,1.547582567E-2,3.464141983E-1,3.468923000E-1
1.441770858E1,3.955548199E-2,1.885054618E-2,3.570912141E-1,3.597695296E-1
1.442762558E1,-8.500958945E-2,6.470821202E-3,3.294332993E-1,3.402863508E-1
1.443754258E1,-8.851884160E-2,7.058758736E-3,4.247090006E-1,4.338930128E-1
1.444745958E1,-3.409537029E-2,-3.106040955E-3,3.918505722E-1,3.933433776E-1
1.445737658E1,1.201945975E-1,1.034021616E-2,3.826102173E-1,4.011785634E-1
1.446729358E1,4.910483482E-2,-2.011149824E-2,3.209185839E-1,3.252760284E-1
1.447721058E1,3.071102014E-2,-2.497404277E-2,3.117267609E-1,3.142299206E-1
1.448712658E1,1.027346837E-1,-9.528037906E-3,2.983185107E-1,3.156566688E-1
1.449704358E1,1.708542709E-1,-4.390089512E-3,2.738134146E-1,3.227758367E-1
1.450696058E1,1.580347622E-1,-4.621054530E-2,2.115282887E-1,2.680571161E-1
1.451687758E1,1.221781923E-1,-3.765899241E-2,2.040450221E-1,2.407905344E-1
1.452679458E1,1.299400787E-1,-2.473372221E-2,1.980697525E-1,2.381760020E-1
1.453671158E1,1.054155589E-1,-2.380109131E-2,1.921383369E-1,2.204451690E-1
1.454662858E1,8.731372132E-2,-1.242533326E-2,2.346926183E-1,2.507163734E-1
1.455654558E1,8.158720499E-2,-1.407541752E-2,2.982805037E-1,3.095575040E-1
1.456646258E1,6.689853332E-2,-3.057567537E-2,2.459748209E-1,2.567370214E-1
1.457637858E1,1.297727479E-1,-5.199928880E-2,2.258475351E-1,2.656162669E-1
1.458629558E1,2.750702370E-1,-1.226582122E-1,3.069606954E-1,4.300389992E-1
1.459621258E1,3.135300422E-1,-1.352151078E-1,2.801974046E-1,4.416953682E-1
1.460612958E1,1.618736969E-1,-4.900434494E-2,2.395990169E-1,2.932783805E-1
1.461604658E1,2.242633782E-2,9.008220434E-2,2.557385015E-1,2.720660312E-1
1.462596358E1,-6.910304326E-2,7.093198836E-2,2.643947196E-1,2.823316229E-1
1.463588058E1,-1.266042422E-1,-1.177044511E-2,1.676227158E-1,2.103914266E-1
1.464579758E1,-1.365618677E-1,-2.997224271E-2,1.553862476E-1,2.090271872E-1
1.465571458E1,-2.244465605E-2,-1.814741850E-2,1.936422408E-1,1.957815333E-1
1.466563058E1,1.027728916E-1,-2.598093331E-2,1.535209858E-1,1.865635796E-1
1.467554758E1,5.229397933E-2,-5.432706535E-2,5.272902131E-2,9.201325987E-2
1.468546458E1,-1.741125405E-2,-6.821478724E-2,8.183821499E-2,1.079532417E-1
1.469538158E1,-1.858188489E-2,-1.717268765E-2,1.024905807E-1,1.055675460E-1
1.470529858E1,9.059509652E-2,-5.354353845E-2,2.366672230E-1,2.590091822E-1
1.471521558E1,2.729043004E-1,-1.306835157E-1,3.880639154E-1,4.920859080E-1
1.472513258E1,2.508936814E-1,-1.179354161E-1,2.466343868E-1,3.710591900E-1
1.473504958E1,1.988718808E-1,-1.109631962E-1,1.409161431E-1,2.678063017E-1
1.474496658E1,7.039663922E-2,-7.043906808E-2,2.735210538E-2,1.032738437E-1
1.475488258E1,-1.016431821E-1,-7.693766356E-2,3.330398619E-2,1.317569582E-1
1.476479958E1,-1.663584199E-1,1.079396009E-2,7.164534867E-2,1.814516173E-1
1.477471658E1,-2.028665341E-1,1.191498828E-1,7.599977016E-2,2.472397425E-1
1.478463358E1,-1.029668821E-1,-2.865135670E-5,2.989096642E-2,1.072177667E-1
1.479455058E1,-5.683965046E-2,-3.395302713E-2,-1.252122760E-2,6.738200840E-2
1.480446758E1,-2.579585066E-2,-9.850219488E-2,6.542332649E-2,1.210302440E-1
1.481438458E1,-1.269256563E-1,-6.029064059E-2,1.085611600E-1,1.775686037E-1
1.482430158E1,9.184057172E-3,-9.184221625E-2,1.251760232E-1,1.555261277E-1
1.483421858E1,8.678242869E-2,-1.090131497E-1,1.701609921E-1,2.199313984E-1
1.484413458E1,-9.316502089E-2,-2.341692924E-2,2.404398465E-1,2.589196661E-1
1.485405158E1,-1.803936195E-1,2.029100776E-2,2.454351228E-1,3.052736191E-1
1.486396858E1,-8.197747009E-2,6.015966296E-2,2.732666999E-1,2.915719121E-1
1.487388558E1,-6.332696264E-2,6.494034648E-2,2.681959945E-1,2.831194876E-1
1.488380258E1,1.000712861E-1,1.016088206E-1,2.784251136E-1,3.128244852E-1
1.489371958E1,2.067689841E-1,3.780341864E-2,1.963875085E-1,2.876639789E-1
1.490363658E1,1.470199053E-1,-2.910802424E-2,9.111540735E-2,1.753971125E-1
1.491355358E1,5.261817089E-2,3.149427295E-2,9.326484382E-2,1.116194079E-1
1.492347058E1,1.085437371E-1,7.819715381E-2,1.252268940E-1,1.832438613E-1
1.493338658E1,6.743339824E-2,-2.837653756E-2,1.026776916E-1,1.260761652E-1
1.494330358E1,4.025110879E-2,3.289058805E-3,1.278634036E-1,1.340895956E-1
1.495322058E1,-7.038805112E-3,4.683268905E-2,1.850287074E-1,1.909933719E-1
1.496313758E1,1.066168511E-2,2.918462276E-2,2.300458360E-1,2.321346600E-1
1.497305458E1,6.121055380E-2,2.431681573E-2,2.212908000E-1,2.308845113E-1
1.498297158E1,1.110217505E-1,2.356135547E-2,2.500567621E-1,2.746076307E-1
1.499288858E1,7.945988744E-2,2.120434284E-2,2.863124228E-1,2.978897469E-1
1.500280558E1,2.530750765E-2,4.560828209E-4,2.591591227E-1,2.603922596E-1
1.501272258E1,-1.457934701E-2,-7.518349886E-3,2.235314530E-1,2.241325354E-1
1.502263938E1,-3.784966646E-3,-6.762304902E-3,2.179210496E-1,2.180587962E-1
1.503255638E1,1.071422783E-1,-4.780274212E-2,1.993432760E-1,2.313056671E-1
1.504247238E1,2.510133849E-1,-1.035460031E-1,6.258333385E-2,2.786506196E-1
1.505238937E1,2.299022868E-1,-9.620716274E-2,-1.870290399E-2,2.499213442E-1
1.506230637E1,5.646765791E-2,-2.624054968E-2,7.190496504E-2,9.511827813E-2
1.507222338E1,1.722647290E-2,-7.973847985E-3,9.844781578E-2,1.002611892E-1
1.508214038E1,-1.692246336E-2,-4.110592604E-4,9.670593023E-2,9.817624804E-2
1.509205738E1,-3.389233486E-2,6.037250161E-3,1.232522893E-1,1.279697838E-1
1.510197438E1,-4.188489393E-2,2.065996706E-2,1.776378268E-1,1.836746474E-1
1.511189137E1,5.551194878E-2,-9.329817295E-3,2.208996212E-1,2.279589099E-1
1.512180837E1,1.859687569E-1,-6.450239003E-2,2.035088325E-1,2.831267945E-1
1.513172538E1,1.275708601E-1,-5.375520766E-2,1.916840082E-1,2.364459890E-1
1.514164138E1,2.229060019E-2,-2.409696043E-2,1.792960972E-1,1.822762322E-1
1.515155838E1,3.117483225E-2,-2.953428626E-2,2.004565859E-1,2.050048464E-1
1.516147538E1,3.149929790E-2,-2.483429432E-2,1.829804277E-1,1.873253450E-1
1.517139237E1,5.925245832E-2,-2.616570532E-2,1.115642899E-1,1.290042198E-1
1.518130938E1,9.373219167E-2,-1.380819976E-2,6.690851927E-2,1.159876721E-1
1.519122638E1,2.663266945E-2,-1.393742323E-2,2.034597158E-2,3.629751242E-2
1.520114338E1,1.550787572E-2,-1.302876592E-2,-1.129974425E-2,2.319325701E-2
1.521106038E1,-1.587358251E-2,-1.581262529E-2,-1.193241298E-2,2.538488172E-2
1.522097738E1,-1.242485087E-1,-1.968231261E-2,-3.811332107E-2,1.314447054E-1
1.523089437E1,-2.213279115E-1,-3.947455287E-2,1.934843659E-3,2.248288869E-1
1.524081038E1,-7.434255048E-2,-4.264608264E-2,4.949434161E-2,9.897066751E-2
1.525072738E1,1.165478079E-1,-1.064193249E-4,1.116017121E-1,1.613640139E-1
1.526064438E1,1.796221160E-1,-1.288726330E-2,1.354536742E-1,2.253394860E-1
1.527056138E1,1.610174269E-1,2.685041428E-3,1.243199909E-1,2.034435582E-1
1.528047837E1,5.076269405E-3,1.888299823E-2,9.405304849E-2,9.606410393E-2
1.529039537E1,-6.020482357E-2,-1.687038660E-2,1.048627961E-1,1.220878238E-1
1.530031238E1,2.075017864E-2,-2.819702804E-2,1.128378135E-1,1.181440411E-1
1.531022938E1,1.286782862E-1,-4.375062168E-2,1.146065962E-1,1.777832673E-1
1.532014638E1,1.555422221E-1,1.758374691E-2,1.467908406E-1,2.145929214E-1
1.533006338E1,1.805806756E-1,8.147334874E-2,1.679384655E-1,2.597125626E-1
1.533997937E1,4.011766437E-2,1.507119834E-2,1.438672328E-1,1.501144520E-1
1.534989637E1,-7.736781763E-2,4.013528824E-3,8.338363409E-2,1.138187948E-1
1.535981338E1,-3.181151181E-2,7.823574543E-4,1.311267346E-1,1.349325939E-1
1.536973038E1,-7.430596883E-2,-3.265085220E-2,1.288410580E-1,1.522743359E-1
1.537964738E1,-6.422829266E-2,-3.809753358E-2,1.420557654E-1,1.604884299E-1
1.538956438E1,1.804373092E-2,-2.497813582E-2,1.408243418E-1,1.441560915E-1
1.539948137E1,2.631097209E-2,-8.215454936E-2,9.550608158E-2,1.286975091E-1
1.540939837E1,1.347448820E-1,5.014338255E-2,1.651627922E-1,2.189732632E-1
1.541931538E1,1.036369913E-1,-5.593095660E-2,2.022201061E-1,2.340125407E-1
1.542923238E1,-3.396334198E-2,-1.191387731E-1,1.278464466E-1,1.780232282E-1
1.543914938E1,-6.431075667E-2,-4.721451223E-2,1.081191105E-1,1.343682464E-1
1.544906537E1,-1.787399721E-2,-8.636337519E-3,1.367301214E-1,1.381636428E-1
1.545898237E1,-5.070550097E-3,1.964255154E-2,1.106568021E-1,1.125009696E-1
1.546889938E1,6.652276749E-3,-1.187136805E-1,1.230371118E-1,1.711003261E-1
1.547881638E1,3.459864196E-2,-4.280044913E-2,7.537060976E-2,9.332563039E-2
1.548873338E1,2.605884928E-1,1.162911791E-1,1.758596885E-1,3.351964066E-1
1.549865038E1,1.155634565E-1,-7.214879394E-2,1.277242398E-1,1.867453946E-1
1.550856737E1,2.985680589E-2,1.157216603E-1,1.374440664E-1,1.821367698E-1
1.551848437E1,3.356790575E-2,1.149223459E-1,3.020741773E-1,3.249350065E-1
1.552840138E1,5.757715794E-2,-4.607255101E-2,2.577628076E-1,2.681034764E-1
