"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.236421458E0,4.289725710E-2,2.729049948E-2,1.543705863E-1,1.625276098E-1
6.246337458E0,4.849245775E-2,3.279259237E-2,1.449413663E-1,1.563165770E-1
6.256254458E0,4.793470647E-2,3.007494814E-2,1.455360281E-1,1.561504854E-1
6.266170458E0,4.328975145E-2,2.974722998E-2,1.468808877E-1,1.559900492E-1
6.276087458E0,4.065782832E-2,2.560820986E-2,1.467294449E-1,1.543967921E-1
6.286004458E0,4.446551688E-2,2.743715496E-2,1.564580423E-1,1.649518071E-1
6.295920458E0,4.674328147E-2,2.938093389E-2,1.540636075E-1,1.636574740E-1
6.305837458E0,4.578839460E-2,3.960033653E-2,1.492723989E-1,1.610807649E-1
6.315753458E0,4.554211719E-2,3.262353931E-2,1.465791714E-1,1.569198306E-1
6.325670458E0,4.390456790E-2,2.627148968E-2,1.425358218E-1,1.514406245E-1
6.335586458E0,3.627864752E-2,2.879605701E-2,1.551067507E-1,1.618748198E-1
6.345503458E0,4.679424360E-2,3.051147020E-2,1.450752676E-1,1.554589473E-1
6.355419458E0,4.404956058E-2,2.776750437E-2,1.554032046E-1,1.638949483E-1
6.365336458E0,3.851029219E-2,1.994910553E-2,1.416289186E-1,1.481207616E-1
6.375253458E0,3.403818634E-2,2.272317081E-2,1.470153737E-1,1.526055724E-1
6.385169458E0,4.368191689E-2,2.855712059E-2,1.480637795E-1,1.569920437E-1
6.395086458E0,4.355020836E-2,2.781890505E-2,1.426744008E-1,1.517448410E-1
6.405002458E0,5.071260899E-2,2.914107928E-2,1.473147511E-1,1.585011266E-1
6.414919458E0,5.540048623E-2,3.695177168E-2,1.565936977E-1,1.701653121E-1
6.424835458E0,4.542083315E-2,3.113306577E-2,1.516498768E-1,1.613381697E-1
6.434752458E0,4.481855166E-2,3.256446416E-2,1.579362184E-1,1.673708337E-1
6.444668458E0,4.049361292E-2,3.879429328E-2,1.562878883E-1,1.660440722E-1
6.454585458E0,4.192460932E-2,2.855305952E-2,1.511967176E-1,1.594785173E-1
6.464502458E0,4.427794003E-2,3.247983942E-2,1.610755885E-1,1.701787917E-1
6.474418458E0,4.512308196E-2,2.743006064E-2,1.493957752E-1,1.584537737E-1
6.484335458E0,4.769561931E-2,3.173357938E-2,1.476000953E-1,1.583277622E-1
6.494251458E0,4.193567335E-2,2.674408631E-2,1.498442566E-1,1.578833370E-1
6.504168458E0,3.600068551E-2,2.619075699E-2,1.495454639E-1,1.560315702E-1
6.514084458E0,2.991828388E-2,2.713995195E-2,1.484982276E-1,1.538941334E-1
6.524001458E0,4.055651617E-2,3.353325186E-2,1.399665552E-1,1.495324265E-1
6.533917458E0,4.285057073E-2,3.902766571E-2,1.398162818E-1,1.513536348E-1
6.543834458E0,4.632118559E-2,2.916978089E-2,1.431100184E-1,1.532220797E-1
6.553751458E0,5.002578042E-2,1.884131854E-2,1.522404456E-1,1.613528037E-1
6.563667458E0,4.397276105E-2,2.289303700E-2,1.455038685E-1,1.537175026E-1
6.573584458E0,4.392098579E-2,2.541817078E-2,1.571766651E-1,1.651654941E-1
6.583500458E0,4.437280197E-2,2.406323387E-2,1.478942102E-1,1.562711816E-1
6.593417458E0,3.696467210E-2,3.210712967E-2,1.585197705E-1,1.659089280E-1
6.603333458E0,4.119644824E-2,3.517795485E-2,1.486408997E-1,1.582047816E-1
6.613250458E0,4.042329102E-2,3.509261748E-2,1.526813257E-1,1.617934531E-1
6.623166458E0,4.009430291E-2,2.789175313E-2,1.525316370E-1,1.601605547E-1
6.633083458E0,4.084931550E-2,3.026544860E-2,1.616603100E-1,1.694659842E-1
6.643000458E0,3.719091366E-2,3.378659619E-2,1.445952111E-1,1.530766907E-1
6.652916458E0,4.001350170E-2,3.523914505E-2,1.499840051E-1,1.591793939E-1
6.662833458E0,3.932486415E-2,3.659289425E-2,1.547728747E-1,1.638295687E-1
6.672749458E0,3.622374765E-2,3.308132148E-2,1.505804211E-1,1.583698107E-1
6.682666458E0,3.806471609E-2,3.319919769E-2,1.487847412E-1,1.571241819E-1
6.692582458E0,3.824019651E-2,3.352128791E-2,1.484871179E-1,1.569535395E-1
6.702499458E0,4.072600320E-2,3.789431086E-2,1.558230346E-1,1.654551427E-1
6.712416458E0,4.172326410E-2,3.015571738E-2,1.475924939E-1,1.563129627E-1
6.722332458E0,4.334324433E-2,3.137801842E-2,1.475924939E-1,1.569928697E-1
6.732249458E0,4.298682913E-2,1.919277275E-2,1.556751001E-1,1.626375319E-1
6.742165458E0,4.199714220E-2,3.673451107E-2,1.613621020E-1,1.707363823E-1
6.752082458E0,4.389602548E-2,2.886275638E-2,1.631577820E-1,1.714070640E-1
6.761998458E0,3.780803245E-2,2.511884359E-2,1.579175073E-1,1.643117243E-1
6.771915458E0,4.513431044E-2,3.623016131E-2,1.450448620E-1,1.561657535E-1
6.781831458E0,4.390295992E-2,2.737168442E-2,1.526784021E-1,1.612059970E-1
6.791748458E0,4.467152160E-2,3.642207332E-2,1.495355237E-1,1.602591186E-1
6.801665458E0,4.366777394E-2,3.972368994E-2,1.556721765E-1,1.664892566E-1
6.811581458E0,4.380321921E-2,3.162076010E-2,1.556698376E-1,1.647777073E-1
6.821498458E0,4.419696523E-2,3.402496615E-2,1.517802697E-1,1.617044228E-1
6.831414458E0,4.367789693E-2,2.387173299E-2,1.481871557E-1,1.563235473E-1
6.841331458E0,4.064782410E-2,3.515689117E-2,1.469896460E-1,1.565062574E-1
6.851247458E0,3.937213523E-2,3.071196117E-2,1.416002673E-1,1.501466792E-1
6.861164458E0,3.932022292E-2,2.884719274E-2,1.525275439E-1,1.601339817E-1
6.871081458E0,4.554391704E-2,3.748979317E-2,1.493805724E-1,1.606060036E-1
6.880997458E0,4.294305724E-2,2.138252303E-2,1.400987023E-1,1.480843167E-1
6.890914458E0,3.998849572E-2,2.421045579E-2,1.502769506E-1,1.573797568E-1
6.900830458E0,3.488405004E-2,3.666061231E-2,1.516247338E-1,1.598466682E-1
6.910747458E0,3.713369317E-2,2.823438627E-2,1.441414672E-1,1.515019944E-1
6.920663458E0,4.077917632E-2,3.060321667E-2,1.495290917E-1,1.579824274E-1
6.930580458E0,3.553340161E-2,3.224494123E-2,1.553634435E-1,1.626043002E-1
6.940497458E0,3.393731274E-2,3.401802259E-2,1.541647643E-1,1.614798489E-1
6.950413458E0,4.043191566E-2,3.163979553E-2,1.535642552E-1,1.619191062E-1
6.960330458E0,3.846974541E-2,2.732944742E-2,1.499682176E-1,1.572173219E-1
6.970246458E0,4.268620002E-2,2.349969932E-2,1.460739720E-1,1.539868593E-1
6.980163458E0,4.154870644E-2,3.689796359E-2,1.495162278E-1,1.595081726E-1
6.990079458E0,3.153020591E-2,3.107734820E-2,1.558008152E-1,1.619686682E-1
6.999996458E0,3.994430356E-2,2.945990328E-2,1.517568809E-1,1.596671043E-1
7.009913458E0,3.618456217E-2,2.741085619E-2,1.531058335E-1,1.596936875E-1
7.019828500E0,4.049857392E-2,2.537965225E-2,1.543004197E-1,1.615329092E-1
7.029745500E0,4.596720977E-2,2.643716231E-2,1.531029099E-1,1.620259515E-1
7.039661500E0,4.836909064E-2,3.823773885E-2,1.554985142E-1,1.672766616E-1
7.049578500E0,4.248692874E-2,3.255768048E-2,1.523550510E-1,1.614843746E-1
7.059494500E0,3.858829770E-2,3.046863478E-2,1.569954014E-1,1.645142866E-1
7.069411500E0,2.846775413E-2,3.467469688E-2,1.444197947E-1,1.512277247E-1
7.079328500E0,2.882670921E-2,3.294323583E-2,1.532496750E-1,1.593791042E-1
7.089244500E0,3.839756884E-2,2.778871423E-2,1.454664463E-1,1.529937022E-1
7.099161500E0,4.663045761E-2,3.364093656E-2,1.519030613E-1,1.624212185E-1
7.109077500E0,3.895883759E-2,2.855121856E-2,1.514534104E-1,1.589688606E-1
7.118994500E0,4.469827261E-2,3.353680131E-2,1.547489011E-1,1.645292528E-1
7.128910500E0,4.142996228E-2,3.557047661E-2,1.544471848E-1,1.638158523E-1
7.138827500E0,3.716218008E-2,3.257543683E-2,1.472586179E-1,1.553296084E-1
7.148744500E0,4.066437903E-2,2.912668965E-2,1.508499777E-1,1.589266232E-1
7.158660500E0,3.663002864E-2,2.780643860E-2,1.474047983E-1,1.544122132E-1
7.168577500E0,2.962094382E-2,3.455019230E-2,1.502471298E-1,1.569882674E-1
7.178493500E0,4.078212733E-2,3.490410416E-2,1.517428476E-1,1.609576658E-1
7.188410500E0,3.554304038E-2,2.663776292E-2,1.462043649E-1,1.528024687E-1
7.198327500E0,3.953358234E-2,2.340284111E-2,1.433591098E-1,1.505404645E-1
7.208243500E0,4.147815613E-2,3.691052140E-2,1.472492623E-1,1.573695310E-1
7.218160500E0,3.766607302E-2,4.116546257E-2,1.535373580E-1,1.633617112E-1
7.228076500E0,3.413154080E-2,3.283496184E-2,1.532362264E-1,1.603883970E-1
7.237993500E0,3.389666545E-2,3.043478488E-2,1.475468856E-1,1.544193754E-1
7.247909500E0,3.429705354E-2,1.976189413E-2,1.487467343E-1,1.539233942E-1
7.257826500E0,3.301519769E-2,3.172824380E-2,1.450086093E-1,1.520663720E-1
7.267743500E0,3.645618360E-2,2.785696220E-2,1.469545627E-1,1.539503399E-1
7.277659500E0,3.687548378E-2,3.377821365E-2,1.471065903E-1,1.553741224E-1
7.287576500E0,3.762848639E-2,3.129441238E-2,1.487514120E-1,1.565957401E-1
7.297492500E0,3.879961973E-2,3.500751765E-2,1.442630893E-1,1.534365527E-1
7.307409500E0,3.887087354E-2,2.978843001E-2,1.357290781E-1,1.442937213E-1
7.317325500E0,3.840137866E-2,4.443092695E-2,1.611738217E-1,1.715394239E-1
7.327242500E0,3.646018529E-2,3.163381127E-2,1.599768966E-1,1.671007199E-1
7.337159500E0,3.824267244E-2,2.571312626E-2,1.517446017E-1,1.585878022E-1
7.347075500E0,3.248246153E-2,3.333238173E-2,1.466551852E-1,1.538632553E-1
7.356992500E0,3.640788012E-2,2.854836348E-2,1.474024594E-1,1.544928083E-1
7.366908500E0,2.948244704E-2,3.294307137E-2,1.424615622E-1,1.491635255E-1
7.376825500E0,3.307746140E-2,3.419146105E-2,1.568316793E-1,1.638882244E-1
7.386742500E0,4.164244462E-2,2.442757479E-2,1.586285287E-1,1.658125741E-1
7.396658500E0,4.021080868E-2,3.259621271E-2,1.442566574E-1,1.532625375E-1
7.406575500E0,3.751901555E-2,3.813688352E-2,1.429088742E-1,1.525943797E-1
7.416491500E0,3.263384960E-2,3.101785735E-2,1.602715963E-1,1.664754042E-1
7.426408500E0,4.620958599E-2,2.392047044E-2,1.535350192E-1,1.621126672E-1
7.436324500E0,4.063942786E-2,3.014705162E-2,1.408108932E-1,1.496265867E-1
7.446241500E0,4.135797758E-2,3.736908928E-2,1.461967635E-1,1.564622153E-1
7.456158500E0,4.363758769E-2,3.241401713E-2,1.490367562E-1,1.586406702E-1
7.466074500E0,3.604844995E-2,2.950269302E-2,1.490367562E-1,1.561468998E-1
7.475991500E0,3.682193608E-2,3.084851650E-2,1.518837655E-1,1.592989773E-1
7.485907500E0,3.559838793E-2,3.442258139E-2,1.448478109E-1,1.530785669E-1
7.495824500E0,4.303802881E-2,3.365205541E-2,1.414055550E-1,1.515924264E-1
7.505741500E0,3.529869986E-2,3.001415994E-2,1.527807283E-1,1.596521186E-1
7.515657500E0,2.554851344E-2,3.106899308E-2,1.586180037E-1,1.636388706E-1
7.525574500E0,3.840376323E-2,2.568223652E-2,1.433497542E-1,1.506106847E-1
7.535490500E0,3.068167442E-2,3.672192585E-2,1.458944625E-1,1.535417180E-1
7.545407500E0,3.903567365E-2,3.291401345E-2,1.535285872E-1,1.617966106E-1
7.555323500E0,4.102644045E-2,3.491250040E-2,1.506856710E-1,1.600256946E-1
7.565240500E0,4.388183685E-2,2.966594911E-2,1.503845394E-1,1.594402516E-1
7.575157500E0,3.333557943E-2,2.584555656E-2,1.557692403E-1,1.613793973E-1
7.585073500E0,3.970570061E-2,2.861729667E-2,1.527742964E-1,1.604228100E-1
7.594990500E0,2.922089377E-2,3.730794020E-2,1.437929732E-1,1.514006677E-1
7.604906500E0,3.861333109E-2,3.501128180E-2,1.472352290E-1,1.561889620E-1
7.614823500E0,3.326128324E-2,3.227839370E-2,1.439409077E-1,1.512190219E-1
7.624740500E0,3.609904664E-2,2.742070510E-2,1.470843709E-1,1.539118202E-1
7.634656500E0,3.974555304E-2,3.384746205E-2,1.571146846E-1,1.655608160E-1
7.644573500E0,4.678482410E-2,3.053375814E-2,1.475334370E-1,1.577569180E-1
7.654489500E0,3.398258298E-2,2.892980750E-2,1.485830122E-1,1.551407787E-1
7.664406500E0,3.647789139E-2,2.533679398E-2,1.578648823E-1,1.639936303E-1
7.674323500E0,4.148270600E-2,3.126653760E-2,1.443923128E-1,1.534521139E-1
7.684239500E0,3.958232436E-2,2.091504271E-2,1.364570564E-1,1.436131180E-1
7.694156500E0,4.081331857E-2,2.275172167E-2,1.512750703E-1,1.583272393E-1
7.704072500E0,3.891011383E-2,2.741797335E-2,1.460359651E-1,1.535976735E-1
7.713989500E0,4.060100983E-2,2.390881256E-2,1.475316828E-1,1.548730795E-1
7.723906500E0,3.152242181E-2,3.202287038E-2,1.481292683E-1,1.547947267E-1
7.733822500E0,3.631057880E-2,3.264338787E-2,1.556148738E-1,1.630951803E-1
7.743739500E0,4.257881225E-2,1.610410442E-2,1.575596577E-1,1.640040950E-1
7.753655500E0,3.469943334E-2,2.574332165E-2,1.569591486E-1,1.627972470E-1
7.763572500E0,3.135325455E-2,3.242829256E-2,1.517188740E-1,1.582821451E-1
7.773488500E0,3.286487857E-2,2.896229609E-2,1.547097248E-1,1.607918337E-1
7.783405500E0,3.455550048E-2,3.897808772E-2,1.581531501E-1,1.665106387E-1
7.793322500E0,3.592848153E-2,2.656263534E-2,1.533636957E-1,1.597399529E-1
7.803238500E0,3.949615102E-2,3.167363172E-2,1.413903522E-1,1.501812125E-1
7.813155500E0,3.444081282E-2,2.638027073E-2,1.524679023E-1,1.585198710E-1
7.823071500E0,3.527617894E-2,3.520061738E-2,1.524673176E-1,1.604050348E-1
7.832988500E0,4.413466497E-2,2.848332691E-2,1.499237788E-1,1.588593970E-1
7.842905500E0,3.905855088E-2,3.437778623E-2,1.413915217E-1,1.506617569E-1
7.852821500E0,2.973216883E-2,3.138581167E-2,1.521696943E-1,1.581919306E-1
7.862738500E0,3.691910950E-2,3.996053415E-2,1.533666193E-1,1.627304055E-1
7.872654500E0,3.810407516E-2,3.502526030E-2,1.496255708E-1,1.583240374E-1
7.882571500E0,3.667232045E-2,3.385340062E-2,1.508219111E-1,1.588652281E-1
7.892488500E0,2.800175845E-2,3.662699082E-2,1.470779389E-1,1.541348599E-1
7.902404500E0,3.009643209E-2,2.974299075E-2,1.520176667E-1,1.577967418E-1
7.912321500E0,4.298374107E-2,2.567848608E-2,1.476772785E-1,1.559344902E-1
7.922237500E0,3.509082220E-2,2.416029308E-2,1.458845222E-1,1.519782201E-1
7.932154500E0,2.973818050E-2,2.601295138E-2,1.638477534E-1,1.685441168E-1
7.942071500E0,4.322235315E-2,2.996242122E-2,1.542682600E-1,1.629865471E-1
7.951987500E0,3.623444622E-2,3.106237384E-2,1.529198921E-1,1.601945678E-1
7.961904500E0,3.804125413E-2,3.832975484E-2,1.559136665E-1,1.650011470E-1
7.971820500E0,3.897182023E-2,2.967587567E-2,1.442379463E-1,1.523287416E-1
7.981737500E0,3.683195857E-2,3.635747073E-2,1.524708259E-1,1.610149422E-1
7.991654500E0,3.456653710E-2,3.238379433E-2,1.533677888E-1,1.605155265E-1
8.001570500E0,3.618793345E-2,2.478687249E-2,1.500740522E-1,1.563527317E-1
8.011487500E0,3.510607065E-2,2.537886196E-2,1.572591108E-1,1.631163718E-1
8.021404125E0,3.012073458E-2,3.111756151E-2,1.439344758E-1,1.503086644E-1
8.031321125E0,3.257217061E-2,2.060756596E-2,1.494735432E-1,1.543630726E-1
8.041238125E0,3.192108314E-2,2.822636005E-2,1.521685249E-1,1.580219697E-1
8.051154125E0,4.330754891E-2,3.139865727E-2,1.547114789E-1,1.636980794E-1
8.061071125E0,4.073536788E-2,2.826741390E-2,1.506698835E-1,1.586185067E-1
8.070987125E0,4.344222673E-2,2.296620942E-2,1.431831086E-1,1.513805682E-1
8.080904125E0,4.218179544E-2,2.153422174E-2,1.508160639E-1,1.580775496E-1
8.090821125E0,3.829397262E-2,2.256013856E-2,1.508131403E-1,1.572259249E-1
8.100737125E0,3.500093954E-2,3.070237722E-2,1.457243085E-1,1.529812924E-1
8.110654125E0,3.956597957E-2,2.531417257E-2,1.567977655E-1,1.636820495E-1
8.120570125E0,3.127326647E-2,2.927149503E-2,1.502102923E-1,1.561984940E-1
8.130487125E0,3.683440709E-2,3.035741891E-2,1.452682257E-1,1.529091358E-1
8.140404125E0,3.562839146E-2,2.197046514E-2,1.541021991E-1,1.596858521E-1
8.150320125E0,3.786649548E-2,2.289444398E-2,1.593430585E-1,1.653730248E-1
8.160237125E0,3.451244121E-2,2.683474100E-2,1.550009161E-1,1.610481168E-1
8.170153125E0,3.574703512E-2,2.824513053E-2,1.541039532E-1,1.606974372E-1
8.180070125E0,3.786877954E-2,2.873921568E-2,1.508084625E-1,1.581239367E-1
8.189987125E0,3.648297116E-2,3.308978167E-2,1.555979168E-1,1.632073913E-1
8.199903125E0,3.450515960E-2,2.364160851E-2,1.442233282E-1,1.501662415E-1
8.209820125E0,2.932608884E-2,1.952997437E-2,1.466201019E-1,1.507942097E-1
8.219736125E0,3.262140599E-2,2.954839724E-2,1.418283087E-1,1.485009531E-1
8.229653125E0,3.380025035E-2,3.487879212E-2,1.579952753E-1,1.652921476E-1
8.239570125E0,3.720110974E-2,3.481211558E-2,1.523065192E-1,1.606022470E-1
8.249486125E0,3.282598545E-2,2.679887198E-2,1.482684320E-1,1.542052295E-1
8.259403125E0,2.870945427E-2,2.974873289E-2,1.472223651E-1,1.529171170E-1
8.269319125E0,3.494476059E-2,2.807902849E-2,1.551546979E-1,1.615009239E-1
8.279236125E0,2.822321260E-2,2.438729752E-2,1.505125934E-1,1.550655693E-1
8.289153125E0,3.506544163E-2,2.559253201E-2,1.532058209E-1,1.592375159E-1
8.299069125E0,3.261829052E-2,3.037885718E-2,1.600920868E-1,1.661815396E-1
8.308986125E0,2.796741519E-2,1.672366717E-2,1.388362885E-1,1.426091594E-1
8.318902125E0,3.426845700E-2,3.240440120E-2,1.479673004E-1,1.553019458E-1
8.328819125E0,4.142883852E-2,3.004543341E-2,1.642839557E-1,1.720706100E-1
8.338736125E0,3.963533303E-2,2.165311208E-2,1.569492084E-1,1.633183116E-1
8.348652125E0,3.717282384E-2,2.984333445E-2,1.386889386E-1,1.466528729E-1
8.358569125E0,4.177250862E-2,2.718547801E-2,1.514124799E-1,1.594043028E-1
8.368485125E0,4.233943272E-2,3.307142233E-2,1.515621686E-1,1.608024797E-1
8.378402125E0,3.698811578E-2,2.583098420E-2,1.518615460E-1,1.584212411E-1
8.388319125E0,3.837634527E-2,2.880823567E-2,1.611410773E-1,1.681341878E-1
8.398235125E0,3.940894528E-2,2.138112518E-2,1.566492462E-1,1.629392642E-1
8.408152125E0,3.435528816E-2,2.661465728E-2,1.547027081E-1,1.606908638E-1
8.418068125E0,4.137373765E-2,3.548662389E-2,1.675730145E-1,1.762152145E-1
8.427985125E0,3.659882826E-2,3.310005084E-2,1.608370221E-1,1.682368428E-1
8.437902125E0,3.485996682E-2,2.731453702E-2,1.563428521E-1,1.624942726E-1
8.447818125E0,2.900896875E-2,2.565794317E-2,1.466107464E-1,1.516395769E-1
8.457735125E0,3.689268739E-2,2.384241011E-2,1.525959563E-1,1.587924960E-1
8.467652125E0,3.326748678E-2,2.157464975E-2,1.605294585E-1,1.653538577E-1
8.477568125E0,3.693214696E-2,2.627465996E-2,1.587326092E-1,1.650768986E-1
8.487485125E0,3.829623842E-2,2.305564898E-2,1.648704314E-1,1.708227853E-1
8.497401125E0,3.339034226E-2,3.605527475E-2,1.591816753E-1,1.665944283E-1
8.507318125E0,2.581198532E-2,2.814240226E-2,1.710035759E-1,1.752155141E-1
8.517235125E0,2.197559059E-2,3.424552496E-2,1.581291765E-1,1.632804919E-1
8.527151125E0,3.623328592E-2,2.698239690E-2,1.602254033E-1,1.664724620E-1
8.537068125E0,4.196866443E-2,1.910794244E-2,1.636664897E-1,1.700388253E-1
8.546984125E0,3.861787182E-2,2.618876528E-2,1.653107268E-1,1.717696942E-1
8.556901125E0,3.677560603E-2,2.470328014E-2,1.585729802E-1,1.646453379E-1
8.566818125E0,3.901506222E-2,2.487393205E-2,1.630618876E-1,1.694994595E-1
8.576734125E0,2.979354632E-2,2.951168312E-2,1.632109916E-1,1.685123812E-1
8.586651125E0,3.421753141E-2,2.772143471E-2,1.703960502E-1,1.759946912E-1
8.596567125E0,3.807774441E-2,2.767473921E-2,1.715882975E-1,1.779279338E-1
8.606484125E0,3.772583339E-2,1.883860507E-2,1.721841288E-1,1.772724055E-1
8.616401125E0,3.435065607E-2,2.359741635E-2,1.771221024E-1,1.819589096E-1
8.626317125E0,3.140285539E-2,2.599619546E-2,1.718835819E-1,1.766519381E-1
8.636234125E0,3.547862051E-2,3.178271427E-2,1.675443631E-1,1.741837738E-1
8.646151125E0,3.635961318E-2,2.929713598E-2,1.699405521E-1,1.762388575E-1
8.656067125E0,3.276289034E-2,2.177060000E-2,1.739827323E-1,1.783742054E-1
8.665984125E0,4.090922205E-2,2.478691360E-2,1.747329301E-1,1.811616747E-1
8.675900125E0,3.855944535E-2,1.828636753E-2,1.682939762E-1,1.736205186E-1
8.685817125E0,3.110455602E-2,1.977010764E-2,1.672444010E-1,1.712572341E-1
8.695734125E0,3.774209596E-2,2.210625758E-2,1.664971268E-1,1.721465819E-1
8.705650125E0,3.261750480E-2,2.778570840E-2,1.816151029E-1,1.866011597E-1
8.715567125E0,3.458352143E-2,2.934786515E-2,1.769759220E-1,1.826959061E-1
8.725484125E0,3.750287175E-2,2.299555970E-2,1.721852982E-1,1.777161728E-1
8.735400125E0,4.648476144E-2,2.122933055E-2,1.742786014E-1,1.816164872E-1
8.745317125E0,3.248636272E-2,2.643522999E-2,1.658948636E-1,1.711002365E-1
8.755233125E0,2.958491949E-2,2.915307521E-2,1.655937320E-1,1.707233239E-1
8.765150125E0,3.595910632E-2,2.935381286E-2,1.700808853E-1,1.763014782E-1
8.775067125E0,3.023099114E-2,2.169708040E-2,1.642401016E-1,1.684027526E-1
8.784983125E0,3.086090986E-2,2.034729634E-2,1.649902993E-1,1.690804752E-1
8.794900125E0,3.523291868E-2,2.872355611E-2,1.639407241E-1,1.701263127E-1
8.804817125E0,3.379885250E-2,2.758273692E-2,1.769601345E-1,1.822582207E-1
8.814733125E0,3.402720454E-2,1.963575415E-2,1.687237465E-1,1.732371673E-1
8.824650125E0,4.104415569E-2,1.428333172E-2,1.667783779E-1,1.723475083E-1
8.834566125E0,3.933036419E-2,2.574351808E-2,1.721683413E-1,1.784700087E-1
8.844483125E0,3.251882390E-2,2.589773383E-2,1.678261989E-1,1.728982347E-1
8.854400125E0,3.021539552E-2,2.645309597E-2,1.588454604E-1,1.638432687E-1
8.864316125E0,1.974965609E-2,2.294835257E-2,1.637846035E-1,1.665595153E-1
8.874233125E0,2.537443087E-2,1.717799126E-2,1.730670583E-1,1.757587887E-1
8.884150125E0,3.807895040E-2,1.975171632E-2,1.712702090E-1,1.765605314E-1
8.894066125E0,2.925116225E-2,2.882472664E-2,1.702223879E-1,1.751061298E-1
8.903983125E0,2.792912506E-2,1.372667679E-2,1.613930923E-1,1.643660181E-1
8.913899125E0,3.151323985E-2,2.478983264E-2,1.572018081E-1,1.622344863E-1
8.923816125E0,3.293288900E-2,2.954778054E-2,1.636401772E-1,1.695162356E-1
8.933733125E0,2.971166703E-2,3.381149253E-2,1.742710000E-1,1.799899487E-1
8.943649125E0,3.053033204E-2,3.229138092E-2,1.735213870E-1,1.791214845E-1
8.953566125E0,3.151841098E-2,2.189184749E-2,1.631946194E-1,1.676458977E-1
8.963483125E0,2.922075673E-2,2.329979307E-2,1.657410818E-1,1.699024402E-1
8.973399125E0,3.551371294E-2,2.333266995E-2,1.652920157E-1,1.706665982E-1
8.983316125E0,4.323209242E-2,2.882056964E-2,1.661895633E-1,1.741223995E-1
8.993233125E0,3.426869455E-2,1.696429380E-2,1.675373465E-1,1.718455503E-1
9.003149125E0,3.076328876E-2,2.416972172E-2,1.762204617E-1,1.805109595E-1
9.013066125E0,2.960831749E-2,2.267510030E-2,1.765204239E-1,1.804169412E-1
9.022983083E0,3.022947452E-2,2.058911069E-2,1.721771121E-1,1.760190062E-1
9.032899083E0,2.524708034E-2,1.698449867E-2,1.663386673E-1,1.690989074E-1
9.042816083E0,3.193082241E-2,1.745332202E-2,1.627455533E-1,1.667642377E-1
9.052732083E0,3.472923587E-2,2.211590092E-2,1.585513455E-1,1.638101402E-1
9.062649083E0,3.944280432E-2,1.636394007E-2,1.609434414E-1,1.665121758E-1
9.072566083E0,3.361196087E-2,2.402251806E-2,1.648353481E-1,1.699339203E-1
9.082482083E0,2.649653896E-2,2.275927280E-2,1.667795473E-1,1.703979709E-1
9.092399083E0,2.993929731E-2,2.212565846E-2,1.715695864E-1,1.755620382E-1
9.102316083E0,3.001425130E-2,1.918151686E-2,1.633407998E-1,1.671795524E-1
9.112232083E0,3.001264332E-2,2.329750900E-2,1.664836782E-1,1.707640120E-1
9.122149083E0,3.091551737E-2,2.198376755E-2,1.601967520E-1,1.646270166E-1
9.132066083E0,3.488393127E-2,2.102180008E-2,1.610942996E-1,1.661631069E-1
9.141982083E0,2.979350978E-2,2.894637157E-2,1.590015811E-1,1.643382136E-1
9.151899083E0,3.157738564E-2,2.275175365E-2,1.706755471E-1,1.750568935E-1
9.161816083E0,3.183225115E-2,2.448592817E-2,1.706749624E-1,1.753362361E-1
9.171732083E0,2.796659293E-2,2.959395527E-2,1.708252358E-1,1.756109157E-1
9.181649083E0,3.363618113E-2,2.586250435E-2,1.738184255E-1,1.789220693E-1
9.191565083E0,3.578751795E-2,1.513667802E-2,1.696288955E-1,1.740224918E-1
9.201482083E0,3.886001964E-2,1.595322798E-2,1.679817349E-1,1.731544682E-1
9.211399083E0,3.231282832E-2,3.111970854E-2,1.735213870E-1,1.792267471E-1
9.221316083E0,3.586938811E-2,2.161375757E-2,1.696318191E-1,1.747247023E-1
9.231232083E0,4.196293599E-2,1.779529278E-2,1.712801492E-1,1.772412197E-1
9.241149083E0,2.826635409E-2,1.876962163E-2,1.679875821E-1,1.713800257E-1
9.251065083E0,3.537438476E-2,3.056744359E-2,1.618515140E-1,1.684684786E-1
9.260982083E0,3.128711706E-2,2.708782494E-2,1.678402323E-1,1.728669359E-1
9.270899083E0,3.193455001E-2,2.511590171E-2,1.687366104E-1,1.735588307E-1
9.280815083E0,3.357782775E-2,1.980074613E-2,1.639459866E-1,1.685165469E-1
9.290732083E0,3.485506064E-2,1.993158215E-2,1.675402701E-1,1.722843154E-1
9.300649083E0,3.518541919E-2,2.766900619E-2,1.696364969E-1,1.754426650E-1
9.310565083E0,3.965847521E-2,2.452746168E-2,1.727793753E-1,1.789611789E-1
9.320482083E0,3.119795616E-2,2.377101470E-2,1.675414395E-1,1.720712282E-1
9.330399083E0,3.191081397E-2,2.056705572E-2,1.762257242E-1,1.802687153E-1
9.340315083E0,3.726191165E-2,2.449295397E-2,1.709866190E-1,1.767053444E-1
9.350232083E0,3.288289530E-2,2.265796522E-2,1.676911283E-1,1.723803431E-1
9.360149083E0,3.404446296E-2,2.975738951E-2,1.657428360E-1,1.717999283E-1
